latitude,longitude,Distance_y,Rating_y,Review Count,Categories_y,Price_y
40.667236,-73.988334,564,4,4356,Bookstore,2
40.671998,-73.983637,1363,4,3757,"Beer Bar, Cocktail Bar, Restaurant",5
40.664446,-73.983864,813,5,6537,"Bakery, Ice Cream Parlor, Italian Restaurant",5
40.664774,-73.983703,614,4,268,"Café, Coffee Shop",2
40.666093,-73.978784,1525,1,3971,Grocery Store,3
40.672204,-73.983994,1437,5,5249,"Italian Restaurant, Sandwich Spot",5
40.669478,-73.989119,1397,5,3227,"Farmers Market, Fruit and Vegetable Store, Grocery Store",4
40.663619,-73.984573,686,2,842,"Sandwich Spot, Bagel Shop",3
40.670788,-73.978575,155,5,6755,Mexican Restaurant,3
40.664607,-73.979903,76,4,643,Sushi Restaurant,4
40.664256,-73.980936,445,1,2588,Italian Restaurant,1
40.664242,-73.987432,1031,4,6299,"Cafe, Coffee, and Tea House, Italian Restaurant",2
40.663135,-73.984511,1569,4,5657,Garden,4
40.672612,-73.983252,1048,1,716,"Cocktail Bar, Indian Restaurant",4
40.671278,-73.988361,69,4,5154,"Beer Bar, American Restaurant",4
40.664318,-73.980633,1110,1,4045,"Bakery, Café, Sandwich Spot",4
40.663323,-73.981553,682,3,3799,"Bakery, Restaurant",3
40.663286,-73.984909,1028,1,3763,Italian Restaurant,4
40.672997,-73.984591,169,4,1108,"Dive Bar, Pizzeria",1
40.663777,-73.980699,1278,1,6934,History Museum,3
40.667309,-73.991607,454,4,6170,"Falafel Restaurant, Middle Eastern Restaurant, Sandwich Spot",1
40.673817,-73.982182,396,1,4023,"Deli, Taco Restaurant",5
40.674356,-73.984165,72,1,5725,"Coffee Shop, Restaurant",2
40.673649,-73.982393,139,4,1411,Arts and Crafts Store,1
40.725657,-73.945226,1594,2,2636,Sushi Restaurant,5
40.725441,-73.945218,753,5,2812,"Night Club, Cocktail Bar, Restaurant",4
40.72447,-73.943216,124,1,4799,Pizzeria,3
40.725471,-73.946136,32,4,6064,Playground,2
40.72447,-73.943216,686,3,1555,"Cocktail Bar, Restaurant",5
40.725299,-73.946522,504,2,3484,Farmers Market,3
40.727592,-73.945475,887,5,5625,"Bar, Restaurant",3
40.722931,-73.944292,1233,3,3932,"Bakery, Restaurant",2
40.723107,-73.945783,194,4,3796,"Café, Coffee Shop, Restaurant",5
40.723174,-73.945306,310,3,161,"Café, Coffee Shop, Restaurant",4
40.72309,-73.942378,520,1,2285,"Pizzeria, Mediterranean Restaurant, Middle Eastern Restaurant",2
40.724204,-73.949143,777,5,2558,Korean Restaurant,1
40.728529,-73.948785,126,1,6947,"Deli, American Restaurant, Seafood Restaurant",1
40.721577,-73.942494,303,5,6208,"Café, Coffee Shop, American Restaurant",4
40.720986,-73.946444,480,5,4592,"Dive Bar, New American Restaurant",1
40.723403,-73.950858,308,2,1009,"Cocktail Bar, Wine Bar, Taco Restaurant",1
40.723046,-73.950102,1421,3,3929,"Beer Bar, Gastropub, American Restaurant",5
40.723829,-73.951049,706,3,2917,Polish Restaurant,5
40.724905,-73.951178,1550,4,4546,Jewish Restaurant,1
40.720031,-73.943832,551,1,1470,"Cocktail Bar, Lounge",1
40.723708,-73.951568,493,5,937,Liquor Store,4
40.723705,-73.951655,712,4,603,Italian Restaurant,1
40.726057,-73.952444,190,5,1988,New American Restaurant,4
40.721901,-73.950538,278,3,5135,"Bagel Shop, Bakery, American Restaurant",2
40.719185,-73.943189,155,5,1394,"Beer Bar, Wine Bar, American Restaurant",3
40.727351,-73.952494,639,4,3832,"Bar, Mediterranean Restaurant",2
40.719654,-73.945825,113,2,6047,"Coffee Shop, Restaurant",4
40.719073,-73.943359,447,5,1758,Bar,1
40.718912,-73.94536,840,5,5741,"Italian Restaurant, Mediterranean Restaurant",1
40.719017,-73.945452,979,2,3681,"Cocktail Bar, Wine Bar, Dining and Drinking",1
40.723244,-73.952773,1044,3,3096,Bar,1
40.718997,-73.948201,1512,5,5102,"Beer Bar, Beer Garden, German Restaurant",4
40.720138,-73.949903,894,5,5623,Martial Arts Dojo,3
40.717894,-73.945103,756,4,2031,Playground,1
40.719357,-73.938787,1090,2,6342,"Deli, Italian Restaurant, Sandwich Spot",2
40.726389,-73.95416,1183,3,5074,Music Venue,3
40.718677,-73.948101,1347,3,1506,"Ice Cream Parlor, Restaurant",1
40.719934,-73.95151,121,5,2562,"Beer Bar, Brewery, Restaurant",5
40.726267,-73.954679,137,4,4998,Track,1
40.729792,-73.9439,435,4,4363,"Cafe, Coffee, and Tea House, Japanese Restaurant",4
40.717822,-73.945755,804,3,5325,Arts and Entertainment,3
40.717751,-73.946407,507,3,5538,Playground,4
40.718215,-73.945203,942,2,5899,Cantonese Restaurant,1
40.717608,-73.947711,85,2,4170,"Cocktail Bar, Whisky Bar",3
40.724697,-73.954924,224,1,6536,"Butcher, Gourmet Store, Grocery Store",3
40.717402,-73.941287,591,1,2466,Japanese Restaurant,1
40.730083,-73.943082,305,5,5188,"Café, Coffee Shop, Fast Food Restaurant",4
40.71725,-73.944991,180,1,2003,Office Building,4
40.730503,-73.95362,1047,5,4707,"Beer Bar, Wine Bar, Restaurant",1
40.718396,-73.950535,1599,3,3605,"Carpet and Flooring Contractor, Bar",1
40.725464,-73.956481,1262,1,3355,Brazilian Restaurant,2
40.726267,-73.954679,1594,2,3655,"Butcher, Fish Market",3
40.726839,-73.957495,621,1,1853,"Cafe, Coffee, and Tea House, Japanese Restaurant",4
40.726389,-73.95416,396,3,2983,"American Restaurant, French Restaurant",2
40.724697,-73.954924,493,2,2283,"Ice Cream Parlor, Restaurant",1
40.727878,-73.956967,1316,3,1895,Japanese Restaurant,1
40.728365,-73.957184,1202,1,2365,Taco Restaurant,4
40.726057,-73.952444,696,4,1066,"Pizzeria, Italian Restaurant",1
40.729059,-73.957188,1507,5,2131,"Bagel Shop, Bakery, American Restaurant",4
40.727351,-73.952494,359,4,6305,Bookstore,3
40.728538,-73.958521,975,1,3377,"Coffee Shop, Restaurant",1
40.722477,-73.955231,1304,1,1536,Office Supply Store,2
40.729531,-73.957686,1312,4,3232,Retail,5
40.722167,-73.956747,39,4,4525,Cocktail Bar,4
40.724905,-73.951178,1150,5,211,"Cocktail Bar, Wine Bar, New American Restaurant",5
40.723244,-73.952773,545,1,1225,"Cocktail Bar, Lounge",3
40.729752,-73.955468,234,4,961,"Beer Bar, Beer Garden, German Restaurant",4
40.72968,-73.958181,1227,2,5601,Tex-Mex Restaurant,5
40.729615,-73.958562,864,3,1181,"Tea Room, Japanese Restaurant",2
40.729977,-73.955127,744,5,1108,Pizzeria,4
40.730098,-73.95666,1047,5,3921,"Eastern European Restaurant, Polish Restaurant",1
40.723708,-73.951568,613,2,4717,Dive Bar,3
40.723705,-73.951655,669,2,5001,Italian Restaurant,1
40.721985,-73.957482,1259,1,6247,New American Restaurant,2
40.721971,-73.958005,822,4,2639,"Bowling Alley, Bar, American Restaurant",5
40.729805,-73.95953,1030,4,3650,"Cocktail Bar, Wine Bar, French Restaurant",1
40.723829,-73.951049,1194,1,5244,"Bakery, Coffee Shop, Restaurant",5
40.721604,-73.957598,1468,1,5156,Jewish Restaurant,5
40.72755,-73.961146,1350,5,5384,"Bar, Brewery, Restaurant",3
40.730278,-73.957977,906,4,1950,Drive-in Theater,4
40.730436,-73.958114,1490,2,5030,"Beer Bar, Brewery",2
40.729798,-73.959792,1528,3,3816,"Bakery, Café, Coffee Shop",1
40.730503,-73.95362,1229,2,6315,"Bar, Spanish Restaurant",4
40.723403,-73.950858,342,5,1517,"Carpet and Flooring Contractor, Bar",2
40.729988,-73.96076,1346,1,2220,"Beer Bar, Gastropub, American Restaurant",5
40.729853,-73.95975,1192,4,1801,Playground,3
40.720138,-73.949903,534,5,2139,Dining and Drinking,1
40.72138,-73.957939,1422,1,5760,Playground,2
40.721899,-73.960709,429,3,2810,Beer Garden,2
40.721146,-73.956577,49,1,4583,Park,5
40.723046,-73.950102,32,5,3800,BBQ Joint,2
40.720657,-73.95874,1139,2,3364,Polish Restaurant,4
40.724204,-73.949143,381,3,4988,Israeli Restaurant,5
40.72082,-73.958703,1395,2,3243,"Deli, American Restaurant, Seafood Restaurant",4
40.729849,-73.959925,1161,3,4133,Israeli Restaurant,4
40.720584,-73.957428,673,3,3849,"Burger Joint, American Restaurant, Seafood Restaurant",3
40.731624,-73.958072,1251,2,3361,Shoe Repair Service,5
40.722343,-73.961369,1454,2,1857,"Liquor Store, Wine Store",4
40.730222,-73.96007,1539,3,3252,Soccer Field,4
40.731323,-73.95924,810,3,414,Coffee Shop,2
40.721032,-73.990838,247,3,4052,Italian Restaurant,4
40.720379,-73.993039,791,2,2461,"Café, Tea Room, Restaurant",3
40.720425,-73.993346,1059,2,5120,Japanese Restaurant,1
40.72051,-73.990207,563,3,271,"Rock Club, Bar, American Restaurant",4
40.721003,-73.98992,1087,2,757,"Cocktail Bar, American Restaurant, Australian Restaurant",3
40.719636,-73.990609,69,1,5594,"Whisky Bar, Restaurant, Winery",3
40.718861,-73.991364,1016,3,4306,"Cocktail Bar, Burger Joint, Sandwich Spot",3
40.719662,-73.989649,1432,2,672,"Cocktail Bar, Speakeasy, Restaurant",5
40.722782,-73.989947,897,3,6363,"Café, American Restaurant, Comfort Food Restaurant",4
40.722386,-73.994602,1012,5,6852,"Cocktail Bar, Lounge, Restaurant",3
40.721632,-73.988592,1016,5,975,Landmarks and Outdoors,3
40.721395,-73.995349,152,2,6106,Korean Restaurant,3
40.720687,-73.995626,607,2,1039,"Candy Store, Chocolate Store",2
40.72309,-73.994499,306,4,745,Thai Restaurant,3
40.718234,-73.992605,882,3,6452,Pizzeria,4
40.72371,-73.993519,351,2,2182,Thai Restaurant,3
40.719978,-73.995904,339,2,6740,"Clothing Store, Women's Store",3
40.722612,-73.988281,1139,4,835,"Sandwich Spot, Vietnamese Restaurant",2
40.724024,-73.993881,71,5,3725,Gourmet Store,5
40.722665,-73.996272,1037,1,4197,Taco Restaurant,4
40.722296,-73.996291,170,1,2265,"Pizzeria, Italian Restaurant",3
40.721789,-73.996761,214,2,2700,"Burger Joint, Café, Australian Restaurant",3
40.722257,-73.987438,627,3,5918,Thai Restaurant,4
40.722159,-73.987085,1324,1,1840,"Deli, American Restaurant, Sandwich Spot",3
40.724207,-73.99511,945,1,5527,"Ice Cream Parlor, Restaurant",3
40.718201,-73.99579,998,5,912,Italian Restaurant,1
40.718106,-73.987692,1070,4,1526,Chinese Restaurant,1
40.725599,-73.991498,1315,5,2189,Movie Theater,3
40.716974,-73.993298,25,4,6126,Housewares Store,5
40.718143,-73.987975,949,2,5291,Cantonese Restaurant,1
40.721114,-73.997782,911,1,2849,"Beer Bar, Cocktail Bar, Wine Bar",4
40.724798,-73.995177,1063,1,2194,Tapas Restaurant,2
40.724339,-73.996207,1443,5,2283,Sporting Goods Retail,1
40.720508,-73.998238,1427,5,6179,Coffee Shop,1
40.723345,-73.997041,1337,4,212,"Wine Bar, American Restaurant, French Restaurant",2
40.722771,-73.986367,861,1,6818,"Clothing Store, Fashion Accessories Store, Women's Store",5
40.725729,-73.992682,42,5,2323,Italian Restaurant,1
40.722888,-73.997983,672,5,3831,"Seafood Restaurant, Thai Restaurant",1
40.725885,-73.992906,1166,3,1694,Retail,2
40.720695,-73.985369,1490,1,4926,"Italian Restaurant, Mediterranean Restaurant",5
40.722675,-73.998195,595,3,1183,"Wine Bar, Argentinian Restaurant, Steakhouse",3
40.725985,-73.993172,390,5,5143,French Restaurant,4
40.726028,-73.993567,817,1,5181,"Clothing Store, Women's Store",2
40.716325,-73.991395,741,5,6774,Bookstore,5
40.725869,-73.995481,210,4,3437,"Cocktail Bar, Sports Bar, Korean Restaurant",5
40.71574,-73.991637,602,4,4257,"Café, Restaurant",4
40.71629,-73.988688,501,3,5398,Pizzeria,3
40.726213,-73.994709,592,2,3819,"Bagel Shop, Bakery, American Restaurant",4
40.719464,-73.985015,561,2,3385,Taco Restaurant,1
40.716288,-73.988775,1267,2,2800,"Dining and Drinking, New American Restaurant, Asian Restaurant",4
40.724697,-73.954924,1423,5,6878,"Bagel Shop, Bakery, Fast Food Restaurant",4
40.725464,-73.956481,1156,4,5363,Japanese Restaurant,3
40.722477,-73.955231,131,3,1366,"Butcher, Fish Market",2
40.722167,-73.956747,1449,5,425,Retail,3
40.726267,-73.954679,668,3,5193,"Cocktail Bar, Wine Bar, New American Restaurant",2
40.723244,-73.952773,1000,4,2096,"Cafe, Coffee, and Tea House, Japanese Restaurant",1
40.721985,-73.957482,886,5,507,"Beer Bar, Beer Garden, German Restaurant",1
40.726389,-73.95416,1396,1,5967,"Bowling Alley, Bar, American Restaurant",4
40.721971,-73.958005,321,4,5351,"Ice Cream Parlor, Restaurant",4
40.726839,-73.957495,1121,3,6529,"Cocktail Bar, Wine Bar, French Restaurant",3
40.723705,-73.951655,195,4,1084,"American Restaurant, French Restaurant",3
40.723708,-73.951568,1285,5,1528,New American Restaurant,1
40.726057,-73.952444,1177,1,5046,Italian Restaurant,3
40.720138,-73.949903,753,4,690,"Bagel Shop, Bakery, American Restaurant",2
40.724905,-73.951178,733,2,584,Playground,3
40.723829,-73.951049,662,5,2710,"Cocktail Bar, Lounge",1
40.723403,-73.950858,1091,4,6517,Jewish Restaurant,3
40.727878,-73.956967,647,2,5878,"Beer Bar, Gastropub, American Restaurant",5
40.720657,-73.95874,905,1,686,Taco Restaurant,4
40.72082,-73.958703,544,4,3301,Israeli Restaurant,1
40.727351,-73.952494,1378,5,2164,Israeli Restaurant,3
40.723046,-73.950102,776,3,6520,"Coffee Shop, Restaurant",4
40.721901,-73.950538,509,1,1899,Polish Restaurant,5
40.719756,-73.958138,201,3,1462,"Beer Bar, Wine Bar, American Restaurant",3
40.728365,-73.957184,1386,4,1696,"Cocktail Bar, Lounge, Seafood Restaurant",1
40.721979,-73.959708,807,3,6060,"Pizzeria, Italian Restaurant",5
40.721899,-73.960709,48,2,3724,Caribbean Restaurant,3
40.72015,-73.95955,194,1,4278,Park,4
40.722343,-73.961369,509,3,4240,"Gourmet Store, Health Food Store, Herbs and Spices Store",5
40.719147,-73.952702,1551,1,589,Soccer Field,1
40.724204,-73.949143,1004,3,4564,"Farmers Market, Grocery Store",4
40.722403,-73.961495,1245,5,3482,"Deli, American Restaurant, Seafood Restaurant",5
40.729059,-73.957188,1421,1,3071,Dog Park,5
40.719252,-73.952794,782,2,6273,Bookstore,4
40.720028,-73.960069,725,4,6609,Sushi Restaurant,2
40.719709,-73.959882,1263,1,5726,"Bakery, Sandwich Spot",5
40.728538,-73.958521,1043,5,6324,"Café, Mediterranean Restaurant, Moroccan Restaurant",3
40.720855,-73.961411,1007,2,3630,Office Supply Store,4
40.71892,-73.95313,127,2,5141,"Picnic Area, Playground, State or Provincial Park",4
40.718594,-73.95722,341,1,722,"Liquor Store, Wine Store",5
40.729531,-73.957686,333,4,1014,"Coffee Shop, Middle Eastern Restaurant",5
40.720591,-73.961182,830,2,5642,Cocktail Bar,5
40.720981,-73.960717,1589,2,3131,Dive Bar,1
40.729752,-73.955468,724,1,4232,Park,5
40.729977,-73.955127,1543,4,3952,Tex-Mex Restaurant,5
40.729615,-73.958562,465,5,1652,"Eastern European Restaurant, Polish Restaurant",1
40.72968,-73.958181,763,3,6151,Pizzeria,1
40.72755,-73.961146,348,1,4787,"Tea Room, Japanese Restaurant",2
40.71975,-73.960364,1027,4,651,Drive-in Theater,1
40.720096,-73.961556,1011,3,5317,"Wine Bar, Italian Restaurant",3
40.724964,-74.067742,205,2,3823,"Cocktail Bar, Mexican Restaurant, Vegan and Vegetarian Restaurant",5
40.726258,-74.067795,1537,1,2143,"Pizzeria, American Restaurant, Wings Joint",5
40.725098,-74.068751,1507,4,5597,Sandwich Spot,3
40.724866,-74.069353,249,5,2055,"Candy Store, Chocolate Store",2
40.725244,-74.069325,1261,5,4190,"Bagel Shop, Restaurant",3
40.725474,-74.06881,240,5,5175,Landmarks and Outdoors,1
40.723548,-74.070172,1585,4,1107,Pub,5
40.723708,-74.064416,1448,1,267,"Wine Bar, Pizzeria, Italian Restaurant",2
40.723809,-74.070489,185,1,6,Café,3
40.723708,-74.064416,16,3,4648,"Coffee Shop, Ice Cream Parlor, Restaurant",4
40.721218,-74.070557,1354,4,5407,"Diner, American Restaurant",4
40.72118,-74.069988,222,3,6761,"Jazz and Blues Venue, Restaurant",2
40.732389,-74.064552,182,4,217,"Café, Coffee Shop, Restaurant",4
40.7318,-74.064397,647,4,6502,Indie Movie Theater,4
40.722698,-74.063894,1559,1,2694,"Hot Dog Joint, American Restaurant, Fast Food Restaurant",1
40.724724,-74.060834,457,4,3790,Dog Park,1
40.725071,-74.077482,70,5,3124,Police Station,1
40.717594,-74.072853,1364,2,1970,Pizzeria,3
40.732658,-74.062642,885,5,5649,"Pizzeria, Caribbean Restaurant, Latin American Restaurant",1
40.725936,-74.07743,1445,1,1992,Dining and Drinking,2
40.73223,-74.060572,1596,1,4377,"South American Restaurant, Southern Food Restaurant",1
40.718307,-74.074366,1477,2,3348,Café,4
40.719778,-74.064124,543,3,6214,"Burger Joint, Cajun and Creole Restaurant, Seafood Restaurant",1
40.72311,-74.060681,267,3,2490,Retail,3
40.72311,-74.060681,1011,5,5357,"Afghan Restaurant, Pakistani Restaurant",5
40.718453,-74.07494,839,5,5266,"Indian Restaurant, Pakistani Restaurant",5
40.71668,-74.070807,527,2,5782,Sandwich Spot,4
40.726374,-74.077186,613,5,4897,"Fast Food Restaurant, Wings Joint",2
40.731545,-74.069714,254,2,1978,"Fruit and Vegetable Store, Grocery Store",1
40.720077,-74.059204,1286,5,761,Mexican Restaurant,1
40.723219,-74.056756,38,2,3332,Housing Development,3
40.717564,-74.070058,1017,3,5956,Monument,4
40.73207,-74.060522,1178,5,4018,High School,4
40.70823,-74.054619,1166,1,2960,Art Gallery,2
40.710266,-74.060943,684,4,3082,Science Museum,4
40.707574,-74.052977,589,3,1991,"Burger Joint, Comfort Food Restaurant, Sandwich Spot",4
40.710266,-74.060943,955,3,4846,Movie Theater,1
40.708,-74.055133,760,1,169,"Café, Asian Restaurant, Dumpling Restaurant",4
40.710876,-74.062277,796,1,3831,Science Museum,1
40.711781,-74.062707,42,1,1154,"Cocktail Bar, Gastropub, Caribbean Restaurant",2
40.712088,-74.061366,222,5,5316,"Café, Coffee Shop, Restaurant",1
40.717568,-74.052379,471,1,772,"Deli, Sandwich Spot",4
40.708381,-74.06475,108,1,6451,"BBQ Joint, Hotpot Restaurant, Korean Restaurant",4
40.718864,-74.052344,121,5,5432,"Bar, Distillery, Restaurant",2
40.714794,-74.06104,1082,4,2362,Grocery Store,1
40.717676,-74.052384,835,4,835,Swimming Pool,3
40.715134,-74.046781,1592,5,3261,"American Restaurant, Fast Food Restaurant",3
40.717293,-74.052586,1409,2,1097,"Beer Garden, BBQ Joint, American Restaurant",4
40.718811,-74.052299,855,5,1108,Bagel Shop,5
40.716396,-74.046002,1379,5,2555,"Bubble Tea Shop, Dessert Shop, Restaurant",2
40.71806,-74.050217,80,4,1305,"Mediterranean Restaurant, Middle Eastern Restaurant, Moroccan Restaurant",2
40.714973,-74.050659,436,5,5367,Dining and Drinking,2
40.718079,-74.051483,418,3,3944,Physician,5
40.718112,-74.052227,1306,2,4928,"Sports Bar, Burger Joint, American Restaurant",4
40.71492,-74.050613,1587,5,3505,Mobile Phone Store,4
40.716961,-74.058728,1443,2,1682,Oncologist,5
40.71405,-74.066466,1296,1,441,Office Building,1
40.717692,-74.057666,597,5,1486,American Restaurant,4
40.717315,-74.061536,864,4,5442,Elementary School,3
40.704826,-74.060677,1524,5,1759,"Mexican Restaurant, Spanish Restaurant",1
40.718026,-74.061172,1411,2,5804,Police Station,4
40.712031,-74.043905,916,1,3578,Grocery Store,5
40.720197,-74.054843,1286,3,703,Sports and Recreation,3
40.715543,-74.047583,895,3,2898,Stadium,1
40.7192,-74.083003,234,1,1508,Waterfront,4
40.71855,-74.083679,461,4,5442,Vietnamese Restaurant,2
40.718363,-74.083972,149,5,1499,Ice Cream Parlor,5
40.72069,-74.081798,1114,5,6241,Bagel Shop,1
40.716212,-74.085673,36,1,3024,"Pub, Burger Joint",5
40.716212,-74.085673,1264,3,358,"Bakery, Restaurant",4
40.71599,-74.085926,221,2,1040,Filipino Restaurant,2
40.720143,-74.087844,1266,2,3873,"Coffee Shop, Restaurant",2
40.716713,-74.085127,1278,3,2326,"Deli, Italian Restaurant",2
40.721137,-74.087012,877,5,6299,"Caribbean Restaurant, Sandwich Spot, Spanish Restaurant",2
40.720178,-74.078852,961,2,83,Filipino Restaurant,3
40.719635,-74.079005,402,5,6123,Painter,1
40.72368,-74.086612,1316,2,1770,"Pizzeria, Dining and Drinking",4
40.718055,-74.075666,240,1,3699,Tennis Court,1
40.722907,-74.087391,526,3,6408,Discount Store,2
40.72252,-74.085803,809,2,6529,Car Dealership,3
40.714358,-74.088347,957,2,4436,Car Dealership,4
40.718307,-74.074366,1304,3,2393,"Deli, Fast Food Restaurant",5
40.718453,-74.07494,683,5,5140,"Burger Joint, Cajun and Creole Restaurant, Seafood Restaurant",5
40.713026,-74.089688,744,4,5154,Sandwich Spot,2
40.717594,-74.072853,996,4,4634,"Diner, American Restaurant",1
40.722762,-74.090659,1016,2,4172,"Pizzeria, Caribbean Restaurant, Latin American Restaurant",4
40.719497,-74.091659,970,1,2151,American Restaurant,1
40.725071,-74.077482,494,5,6261,Coffee Shop,2
40.723154,-74.074653,639,3,188,Pizzeria,1
40.71089,-74.079256,197,2,4933,Organization,1
40.722835,-74.091884,1404,3,4146,Bagel Shop,4
40.718857,-74.094488,504,4,3171,Bagel Shop,4
40.717874,-74.074436,1274,4,981,"Fast Food Restaurant, Mexican Restaurant",1
40.717069,-74.076236,789,1,696,Car Parts and Accessories,3
40.722701,-74.092839,931,2,97,Daycare,3
40.718676,-74.074687,586,3,275,Car Parts and Accessories,4
40.721664,-74.093277,1034,5,6291,Post Office,3
40.715043,-74.075367,1001,1,771,Mattress Store,1
40.714878,-74.075491,525,4,4232,Adult Store,4
40.710955,-74.076901,1013,4,61,"Fish and Chips Shop, Fast Food Restaurant, Wings Joint",5
40.717319,-74.07306,394,5,5059,Discount Store,2
40.722804,-74.093018,63,5,824,"Fast Food Restaurant, Fried Chicken Joint, Dining and Drinking",4
40.712931,-74.075673,465,4,1313,Party Supply Store,5
40.710955,-74.076901,1134,3,2823,Church,2
40.721203,-74.073045,1598,5,4115,Grocery Store,1
40.709714,-74.084663,348,2,5493,Church,2
40.718643,-74.071979,382,1,2588,Trade School,1
40.722758,-74.092711,989,1,4931,Grocery Store,4
40.75062,-74.003838,239,5,4894,Pizzeria,5
40.750728,-74.003843,942,5,4670,Hotel,2
40.749393,-74.003309,1014,4,4295,Hotel,3
40.749456,-74.004972,417,2,4190,Private School,3
40.752581,-74.001164,1581,1,3899,Art Gallery,4
40.751741,-74.004276,1234,1,1564,"Salad Restaurant, Dining and Drinking, Soup Spot",2
40.748368,-74.003312,941,4,1611,"Night Club, Gay Bar, BBQ Joint",5
40.752209,-73.998965,785,3,4650,Dining and Drinking,1
40.753183,-74.002848,1325,4,3886,"Café, Coffee Shop, Restaurant",2
40.753115,-73.999394,755,2,875,"Music Venue, Theater, American Restaurant",3
40.751825,-74.005153,1509,3,1670,"Coffee Shop, Tea Room",2
40.75166,-74.005277,365,4,4607,"Cocktail Bar, Restaurant",3
40.753183,-74.002848,932,2,2737,"Coffee Shop, Restaurant",2
40.748344,-74.004185,1158,4,6295,"Music Venue, Theater",4
40.753851,-74.002088,641,4,670,Art Gallery,4
40.752873,-73.99838,199,3,4972,"Public Art, Monument",1
40.75265381932635,-73.99872422,529,4,1515,"Cocktail Bar, Mediterranean Restaurant",4
40.754042,-74.001003,1027,3,3133,"Bakery, Café, Sandwich Spot",3
40.749485,-74.00589,975,5,5596,Dining and Drinking,4
40.751517,-74.006582,1332,3,5337,Art Gallery,5
40.747313,-74.000432,1435,3,3135,Museum,4
40.754711,-74.000243,701,5,2563,"Bakery, American Restaurant",2
40.754388,-74.002196,727,4,1894,Furniture and Home Store,1
40.747423,-74.000349,543,1,6591,Pedestrian Plaza,3
40.751569,-74.006628,1108,2,2544,Middle Eastern Restaurant,1
40.753095,-73.998127,1208,1,5041,Photographer,2
40.749442,-74.007461,1155,5,5909,Coffee Shop,5
40.747784,-74.006914,1014,4,1365,Park,2
40.752929,-73.996285,1473,2,1644,Art Gallery,1
40.750154,-73.995267,467,2,3964,Camera Store,2
40.746824,-74.006527,1488,4,3377,Pizzeria,1
40.746817,-74.006789,729,4,1006,Art Gallery,3
40.75569342217719,-74.0005213,316,5,3889,Art Gallery,5
40.747025,-74.007059,870,1,1136,Park,1
40.755299,-73.998432,1243,5,560,Art Gallery,4
40.752329,-74.008449,528,3,6441,New American Restaurant,2
40.745952,-74.004876,1379,3,3148,Harbor or Marina,2
40.748639,-73.99533,993,3,2201,"Coffee Shop, Restaurant",4
40.746151,-73.997547,1273,5,4429,"Beer Bar, Gastropub, New American Restaurant",4
40.74675,-74.007267,1263,2,4426,"Bagel Shop, American Restaurant",3
40.745501,-74.005557,1090,1,5666,Art Gallery,1
40.749342,-74.00916,85,3,1027,"French Restaurant, New American Restaurant",5
40.748283,-74.008419,236,1,5327,Park,3
40.749608,-74.009302,1405,3,1184,Recreation Center,4
40.744672,-74.002336,1408,1,6978,Scenic Lookout,2
40.748228,-74.008461,12,2,809,"Beer Bar, Deli, Sandwich Spot",2
40.752486,-73.994739,1051,3,408,"Café, Coffee Shop, Australian Restaurant",1
40.744983,-74.002785,771,1,2827,"Burger Joint, American Restaurant, Fast Food Restaurant",5
40.750938,-74.01001,1239,5,3568,"Bakery, French Restaurant, Sandwich Spot",2
40.754469,-73.99521,71,5,5013,Park,1
40.739796,-73.999087,620,2,6456,"Pizzeria, Italian Restaurant",3
40.738963,-73.999971,1049,3,5714,"Café, Coffee Shop, Restaurant",4
40.740078,-73.99787,717,1,2248,"Diner, Cuban Restaurant, Latin American Restaurant",3
40.740614,-74.000778,525,1,2806,Art Museum,5
40.740159,-74.001634,146,2,6731,"Café, New American Restaurant, Sandwich Spot",3
40.740154,-74.001808,868,4,6389,"Lounge, Cocktail Bar",1
40.74199,-73.997776,789,4,4620,"Burger Joint, Chinese Restaurant",5
40.742496,-73.999019,630,3,1892,"Beer Bar, Restaurant",4
40.740868,-74.003321,523,5,6121,Dermatologist,5
40.736384,-74.001572,1403,2,658,"Coffee Shop, Restaurant",2
40.742719,-74.000731,1138,2,2960,Wine Bar,1
40.738782,-73.994724,1386,5,2440,"Concert Hall, Music Venue, Theater",3
40.74262,-73.996447,847,5,3223,"Cocktail Bar, Lounge, American Restaurant",5
40.735996,-74.00195,297,1,3360,Sushi Restaurant,5
40.735115,-74.000649,1436,1,1006,"Mediterranean Restaurant, Middle Eastern Restaurant",2
40.735081,-73.999905,1498,5,1631,"American Restaurant, Steakhouse",4
40.740397,-74.004788,627,5,1061,"Bakery, American Restaurant, French Restaurant",2
40.740319,-73.993736,1310,1,2387,"Bakery, Restaurant",3
40.73487,-73.999722,750,3,1082,Tapas Restaurant,1
40.742471,-74.003909,1047,2,6384,Italian Restaurant,3
40.742177,-74.004684,282,2,2812,"Lounge, Chinese Restaurant",3
40.739288,-74.005879,600,4,1931,Chinese Restaurant,1
40.738726,-73.9928,839,3,4421,"Salad Restaurant, Vegan and Vegetarian Restaurant",3
40.740526,-74.005972,169,4,4608,"Burger Joint, Japanese Curry Restaurant, Sushi Restaurant",3
40.740378,-74.005485,727,4,5130,Bar,3
40.741623,-74.005316,906,4,6370,"Cocktail Bar, Coffee Shop, Fast Food Restaurant",3
40.73465,-74.001853,425,3,1639,Coffee Shop,1
40.739275,-73.992472,705,5,770,"Tea Room, Restaurant",1
