station_index,poi_name,latitude,longitude,address,distance,category,popularity
466,Roberta's,40.716239,-73.966601,6 Grand St,297,Pizzeria,
466,Sweetwater Restaurant,40.718522,-73.959924,105 N 6th St,315,"Lounge, Gastropub, New American Restaurant",
466,Apple Store,40.715612,-73.959811,247 Bedford Ave,318,Computers and Electronics Retail,
466,Other Half Brewing Domino Park,40.715851,-73.966978,34 S River St,336,"Beer Bar, Brewery, Restaurant",
466,Kimbap Lab,40.716154,-73.959745,238 Bedford Ave,319,"Korean Restaurant, Vegan and Vegetarian Restaurant",
466,Grand Ferry Park,40.716555,-73.966875,Grand St,329,Park,
466,Antidote,40.714165,-73.965516,66 S 2nd St,348,"Cocktail Bar, Chinese Restaurant, Tapas Restaurant",
466,Sunday in Brooklyn,40.714115,-73.965384,348 Wythe Ave,343,New American Restaurant,
466,Joe's Pizza,40.716929,-73.958989,216 Bedford Ave,358,Pizzeria,
466,Sweetgreen,40.715873,-73.959168,162 N 4th St,359,"Salad Restaurant, Vegan and Vegetarian Restaurant",
466,Toby's Estate Coffee,40.718057,-73.959164,125 N 6th St,361,"Burger Joint, Café, Coffee Shop",
466,Birds Of A Feather,40.714408,-73.960463,191 Grand St,366,Szechuan Restaurant,
466,La Superior,40.71357,-73.963573,295 Berry St,367,Mexican Restaurant,
466,Samurai Mama,40.714147,-73.960148,205 Grand St,398,"Sushi Restaurant, Udon Restaurant, Noodle Restaurant",
466,Luckydog,40.713514,-73.961651,303 Bedford Ave,393,Pub,
466,Cafe Mogador,40.719709,-73.959882,133 Wythe Ave,416,"Café, Mediterranean Restaurant, Moroccan Restaurant",
466,Domino Park,40.714812,-73.967506,15 River St,426,Park,
466,Freehold,40.713777,-73.965894,45 S 3rd St,417,"Café, Coffee Shop, American Restaurant",
466,Williamsburg Waterfront,40.720981,-73.960717,93 Kent Ave,429,Park,
466,Bakeri,40.720028,-73.960069,150 Wythe Ave,428,"Bakery, Sandwich Spot",
466,La Bicyclette Bakery,40.714393,-73.959022,667 Driggs Ave,442,"Bakery, Restaurant",
466,Ace's Perfect Pizza,40.715006,-73.958304,637 Driggs Ave,451,Pizzeria,
466,Brooklyn Running Company,40.71362,-73.959691,222 Grand St,446,Sporting Goods Retail,
466,Sauced,40.712635,-73.962228,331 Bedford Ave,474,"Wine Bar, Tapas Restaurant",
466,Pressed Juicery,40.717566,-73.957443,166 N 7th St,485,Juice Bar,
466,Heatonist,40.72015,-73.95955,121 Wythe Ave,483,"Gourmet Store, Health Food Store, Herbs and Spices Store",
466,Ceremonia Bakeshop,40.712412,-73.960517,743 Driggs Ave,538,"Bakery, Restaurant",
466,Qahwah House,40.718594,-73.95722,162 Bedford Ave,540,"Coffee Shop, Middle Eastern Restaurant",
466,Nicky’s Unisex,40.712256,-73.964308,90 S 4th St,507,Bar,
466,Hotel Delmano,40.719756,-73.958138,82 Berry St,551,"Cocktail Bar, Lounge, Seafood Restaurant",
467,Boqueria Spanish Tapas - West 40th Street,40.755471,-73.990095,260 W 40th St,95,Tapas Restaurant,
467,Nederlander Theatre,40.755521,-73.988262,208 W 41st St,158,Theater,
467,Lyric Theatre,40.756563,-73.987648,213 W 42nd St,180,"Music Venue, Theater",
467,Los Tacos No. 1,40.75743,-73.987507,229 W 43rd St,235,"Fast Food Restaurant, Latin American Restaurant, Taco Restaurant",
467,Harry Potter and the Cursed Child,40.756948,-73.987357,214 W 43rd St,236,Arts and Entertainment,
467,St James Theatre,40.758005,-73.988185,246 W 44th St,261,"Music Venue, Theater",
467,Broadhurst Theatre,40.758237,-73.987583,235 W 44th St,271,"Music Venue, Theater",
467,Birdland,40.759045,-73.989624,315 W 44th St,286,"Jazz and Blues Venue, American Restaurant, Cajun and Creole Restaurant",
467,The Hayes Theater,40.757909,-73.987745,240 W 44th St,277,Theater,
467,Gyu-Kaku BBQ,40.759201,-73.989849,321 W 44th St,292,"BBQ Joint, Japanese Restaurant",
467,Carmine's,40.757504,-73.986768,200 W 44th St,299,Italian Restaurant,
467,Joe's Pizza,40.754692,-73.987007,1435 Broadway,316,Pizzeria,
467,Amorino,40.759452,-73.988548,721 8th Ave,366,"Café, Ice Cream Parlor, Restaurant",
467,OOTOYA,40.755046,-73.985885,141 W 41st St,366,"Japanese Curry Restaurant, Sushi Restaurant",
467,Minskoff Theatre,40.757952,-73.986174,200 W 45th St,393,"Music Venue, Theater",
467,All'antico Vinaio,40.759728,-73.98834,729 8th Ave,385,"Italian Restaurant, Sandwich Spot",
467,Playwrights Horizons,40.758613,-73.993626,416 W 42nd St,401,"Music Venue, Theater",
467,Dig,40.753484,-73.987746,1407 Broadway,413,"American Restaurant, Vegan and Vegetarian Restaurant",
467,Marquis Theatre,40.758445,-73.985887,211 W 45th St,409,"Theater, Arts and Entertainment",
467,Richard Rodgers Theatre,40.759016,-73.986739,226 W 46th St,413,"Music Venue, Theater",
467,Hudson Theatre,40.757134,-73.984481,141 W 44th St,423,Movie Theater,
467,Stephen Sondheim Theatre,40.755778,-73.984734,124 W 43rd St,430,"Music Venue, Theater",
467,Bird & Branch,40.760309,-73.990809,359 W 45th St,432,"Coffee Shop, Dessert Shop, Restaurant",
467,Lunt-Fontanne Theatre,40.759252,-73.985962,205 W 46th St,458,Theater,
467,Hold Fast Kitchen and Spirits,40.760538,-73.990294,364 W 46th St,475,American Restaurant,
467,Best Bagel & Coffee,40.752262,-73.991061,225 W 35th St,478,"Bagel Shop, Fast Food Restaurant, Coffee Shop",
467,Vitos Slices And Ices,40.754469,-73.99521,464 9th Ave,489,"Pizzeria, Italian Restaurant",
467,La Colombe Torrefaction,40.753383,-73.985514,1045 Avenue of the Americas,491,Coffee Shop,
467,Sweetgreen,40.752533,-73.987009,1384 Broadway,497,"Salad Restaurant, Dining and Drinking, Soup Spot",
467,Belasco Theatre,40.756614,-73.983762,111 W 44th St,514,"Music Venue, Theater",
467,Books Kinokuniya,40.754097,-73.985061,1073 Avenue of the Americas,522,Bookstore,
467,Barrymore Theatre,40.760165,-73.986129,243 W 47th St,517,"Music Venue, Theater",
467,Whole Foods,40.754645,-73.984733,1095 Avenue of the Americas,526,Grocery Store,
467,Pershing Square Signature Theater,40.75927,-73.995268,480 W 42nd St,538,Theater,
467,Brooklyn Fare,40.756164,-73.996413,431 W 37th St,555,Grocery Store,
467,P.S. Kitchen,40.760637,-73.986628,246 W 48th St,562,"Bar, Pizzeria, Vegan and Vegetarian Restaurant",
467,Pio Pio,40.76055527871105,-73.99453192949295,604 10th Ave,597,"Mexican Restaurant, Peruvian Restaurant",
467,Bryant Park,40.755528,-73.993985,W 42nd St,607,Park,
467,New York Golf Center,40.75125,-73.988575,131 W 35th St,593,Golf Store,
467,Shake Shack,40.751154,-73.988135,1333 Broadway,607,"Burger Joint, American Restaurant, Fast Food Restaurant",
467,Culture Espresso,40.752029,-73.985679,72 W 38th St,606,"Burger Joint, Coffee Shop, Mexican Restaurant",
467,Blue Bottle Coffee,40.752932,-73.98423,54 W 40th St,621,"Cafe, Coffee, and Tea House",
467,Eugene O'Neill Theatre,40.761145,-73.985818,230 W 49th St,634,"Music Venue, Theater",
467,Café China,40.751598,-73.985662,59 W 37th St,639,Szechuan Restaurant,
467,B&H Photo Video Pro Audio,40.752929,-73.996285,420 9th Ave,644,Camera Store,
467,Walter's Cottage,40.760181,-73.995523,500 W 43rd St,591,"Sports Bar, Restaurant",
467,Mémé Mediterranean,40.760902,-73.994808,607 10th Ave,631,Mediterranean Restaurant,
467,The Alice Griffin Jewel Box Theatre,40.75927,-73.995268,480 W 42nd St,551,Theater,
467,Keens Steakhouse,40.750749,-73.986438,72 W 36th St,680,Steakhouse,
467,Lexus Madison Suites,40.750526,-73.993395,4 Penn Plz,692,Arts and Entertainment,
468,Lassen & Hennigs,40.694822,-73.994869,114 Montague St,126,"Deli, Sandwich Spot",
468,L'Appartement 4F,40.695147,-73.994795,115 Montague St,124,Bakery,
468,Brooklyn Public Library Brooklyn Heights,40.69567,-73.991413,280 Cadman Plz W,172,Library,
468,Felice Montague,40.695162,-73.996235,84 Montague St,222,"Wine Bar, Italian Restaurant",
468,Iron Chef House,40.697201,-73.992651,92 Clark St,239,Sushi Restaurant,
468,Perelandra Natural Food Center,40.693459,-73.991457,175 Remsen St,282,"Organic Grocery, Health Food Store",
468,Vineapple,40.698431,-73.993005,71 Pineapple St,328,"Coffee Shop, Italian Restaurant, Mexican Restaurant",
468,Borough Hall Greenmarket,40.692984,-73.991045,Court St,320,"Farmers Market, Grocery Store",
468,Brooklyn Heights Promenade,40.697405,-73.997022,Pierrepont Pl,366,Playground,
468,Pierrepont Playground,40.696312,-73.99759,398 Brooklyn Bridge Blvd,357,Playground,
468,Joe Coffee Company,40.698716,-73.994412,102 Hicks St,376,Coffee Shop,
468,Brooklyn Heights Promenade Garden 2,40.695924,-73.997967,,398,Garden,
468,River Deli,40.693643,-73.998575,32 Joralemon St,458,Italian Restaurant,
468,Ingas Bar,40.700028,-73.993766,66 Hicks St,509,Gastropub,
468,Noodle Pudding,40.699805,-73.992055,38 Henry St,504,Italian Restaurant,
468,Brooklyn-Heights Deli,40.691337,-73.996128,292 Henry St,494,"Deli, American Restaurant",
468,Shake Shack,40.692119,-73.988707,409 Fulton St,543,"Burger Joint, American Restaurant, Fast Food Restaurant",
468,Al Badawi,40.690669,-73.994924,151 Atlantic Ave,542,Middle Eastern Restaurant,
468,Colonie Restaurant,40.690915,-73.995763,127 Atlantic Ave,556,"Japanese Restaurant, New American Restaurant",
468,Fruit Street Sitting Area,40.700093,-73.995339,81 Columbia Hts,553,Landmarks and Outdoors,
468,Elsa,40.690334,-73.995347,136 Atlantic Ave,569,"Cocktail Bar, Lounge, Restaurant",
468,Taqueria Al Pastor,40.690431,-73.991774,119 Court St,568,Mexican Restaurant,
468,Sahadi's,40.690118,-73.993376,187 Atlantic Ave,583,"Gourmet Store, Grocery Store",
468,The Long Island Bar,40.690626,-73.996493,110 Atlantic Ave,582,"Cocktail Bar, American Restaurant",
468,Damascus Bread & Pastry Shop,40.690127,-73.993027,195 Atlantic Ave,590,"Bakery, Mediterranean Restaurant, Middle Eastern Restaurant",
468,Bohemien Bar,40.69115,-73.997037,97 Atlantic Ave,566,"Cocktail Bar, American Restaurant",
468,Yemen Cafe,40.689893,-73.993716,176 Atlantic Ave,592,"Café, Mediterranean Restaurant, Yemeni Restaurant",
468,New York Transit Museum,40.690535,-73.989902,Boerum Pl,617,History Museum,
468,Table 87,40.691249,-73.99739,87 Atlantic Ave,575,"Pizzeria, Italian Restaurant",
468,Henry Public,40.690308,-73.996306,329 Henry St,607,"Cocktail Bar, Gastropub, American Restaurant",
468,Floyd Ny,40.690812,-73.995584,131 Atlantic Ave,551,"Sports Bar, Restaurant",
468,Lillo Cucina Italiana,40.690202,-73.996214,331 Henry St,629,"Café, Italian Restaurant",
468,Adam Yauch Park,40.692345,-73.998698,21 State St,581,Playground,
468,Hibino,40.690147,-73.996256,333 Henry St,640,Sushi Restaurant,
468,Gage and Tollner,40.691403,-73.987711,372 Fulton St,647,"American Restaurant, Steakhouse",
468,Pier 5 Soccer Fields,40.694438,-74.001049,,654,Soccer Field,
468,Trader Joe's,40.689498,-73.992543,130 Court St,641,Grocery Store,
468,Montero's Bar & Grill,40.691452,-73.997834,73 Atlantic Ave,598,"Dive Bar, Karaoke Bar, American Restaurant",
468,Hillside Dog Park,40.701417,-73.994256,Columbia Heights,664,Dog Park,
468,Xi'an Famous Foods,40.692078,-73.986691,54 Willoughby St,667,"Burger Joint, Chinese Restaurant",
468,Shelsky's of Brooklyn,40.689447,-73.992259,141 Court St,680,"Bagel Shop, Deli, Seafood Restaurant",
468,Brooklyn Wine Exchange,40.689325,-73.992777,138 Court St,673,"Liquor Store, Wine Store",
468,Kaigo Coffee Room,40.693179,-73.993801,139 Bridge Park Dr,669,Coffee Shop,
468,Brookyn Bridge Park Greenway,40.700862,-73.996809,Fulton Ferry,673,Park,
468,Squibb Park,40.701063,-73.995377,67 Furman St,642,Park,
468,Harry Chapin Playground,40.700426,-73.995003,107 Columbia Hts,606,Playground,
468,Brooklyn Bridge Park Skating Rink,40.699797,-73.998294,,645,Roller Rink,
468,Stumptown Coffee Roasters,40.68875,-73.9921,212 Pacific St,721,"Coffee Shop, Restaurant",
468,Slide Mountain,40.692557,-74.000844,Joralemon St,711,Playground,
468,Maman,40.688775,-73.993192,154 Court St,738,"Bakery, Café",
469,Mr. Fong's,40.712418,-73.994253,40 Market St,249,Cocktail Bar,
469,Dreamers Coffee House,40.712821,-73.995316,54 Henry St,232,Coffee Shop,
469,Sun Hing Lung Co.,40.712665,-73.995092,58 Henry St,244,"Bakery, Cantonese Restaurant",
469,Golden Diner,40.712473,-73.994212,123 Madison St,261,"Diner, American Restaurant, Sandwich Spot",
469,Golden Unicorn,40.713633,-73.997181,18 E Broadway,274,"Cantonese Restaurant, Dim Sum Restaurant",
469,Hwa Yuan,40.713719,-73.996006,42 E Broadway,280,Szechuan Restaurant,
469,E Noodle,40.713846,-73.997277,5 Catherine St,304,"Tea Room, Cantonese Restaurant, Noodle Restaurant",
469,Tasty Hand-Pulled Noodles 清味蘭州拉麵,40.714045,-73.997896,1 Doyers St,346,Noodle Restaurant,
469,Nom Wah Tea Parlor,40.714467,-73.998262,13 Doyers St,389,Dim Sum Restaurant,
469,Fong On,40.714106,-73.993665,81 Division St,424,"Dessert Shop, Chinese Restaurant",
469,Xi'an Famous Foods,40.715034,-73.997237,45 Bayard St,452,Chinese Restaurant,
469,The Little Shop,40.70841,-74.00086,252 Front St,469,Speakeasy,
469,Yu & Me Books,40.714977,-73.999329,44 Mulberry St,475,Bookstore,
469,Cowgirl Seahorse,40.708096,-74.000498,259 Front St,452,"BBQ Joint, Tex-Mex Restaurant, Southern Food Restaurant",
469,46 Mott Rookies,40.715214,-73.998553,42 Mott St,487,"Bakery, Cantonese Restaurant",
469,Kiki's,40.714589,-73.991763,130 Division St,545,"Greek Restaurant, Mediterranean Restaurant, Middle Eastern Restaurant",
469,Super Taste,40.715088,-73.993267,26 Eldridge St,522,Chinese Restaurant,
469,Koré Coffee,40.716281,-73.99698,26A Elizabeth St,555,"Coffee Shop, Restaurant",
469,Brooklyn Bridge,40.706234,-73.99699,,578,Monument,
469,Michaeli Bakery,40.714208,-73.991879,115 Division St,574,"Bakery, Dessert Shop, Middle Eastern Restaurant",
469,Forgtmenot,40.714594,-73.991589,138 Division St,575,"New American Restaurant, Dive Bar",
469,Uncle Lou 快樂人,40.71627,-73.999381,73 Mulberry St,594,Chinese Restaurant,
469,Pasanella & Son Vintners,40.707253,-74.00173,115 South St,605,"Arts and Entertainment, Burger Joint, Winery",
469,Bar Belly,40.715082,-73.991477,14B Orchard St,610,"Cocktail Bar, Restaurant",
469,Big Wong King Restaurant,40.716243,-73.998376,67 Mott St,571,Cantonese Restaurant,
469,Cervo's,40.714924,-73.99134,43 Canal St,603,"Mediterranean Restaurant, Spanish Restaurant",
469,Metrograph,40.715144,-73.991174,7 Ludlow St,646,"American Restaurant, Vegan and Vegetarian Restaurant, Restaurant",
469,Little Canal,40.714301,-73.990443,26 Canal St,646,"Wine Bar, Coffee Shop, Restaurant",
469,Fish Market,40.707246,-74.001992,111 South St,621,Seafood Restaurant,
469,Regina's Grocery,40.715504,-73.991843,27 Orchard St,646,"Deli, Italian Restaurant, Sandwich Spot",
469,Paris Cafe,40.707311,-74.001602,119 South St,574,"Pub, Restaurant",
469,Wu's Wonton King,40.713937,-73.989948,165 E Broadway,642,"Cantonese Restaurant, Dim Sum Restaurant",
469,Clandestino,40.71472,-73.990896,35 Canal St,622,"Wine Bar, Cocktail Bar",
469,Scarr's Pizza,40.71574,-73.991637,35 Orchard St,669,Pizzeria,
469,Mulberry Fruitstand,40.716765,-73.999007,Canal Street and Mulberry,640,Dining and Drinking,
469,Tai Pan Bakery,40.716736,-73.998089,194 Canal St,642,"Bakery, Chinese Restaurant",
469,169 Bar,40.713889,-73.989728,169 E Broadway,670,"Night Club, Dive Bar, American Restaurant",
469,Di Fara Pizza,40.707189,-74.00212,108 South St,648,Pizzeria,
469,Hawa Smoothies,40.713851,-73.989159,181 E Broadway,710,Restaurant,
469,Bowne & Co. Printing Office,40.707261,-74.003433,207-209 Water St,704,Office Supply Store,
469,South Street Seaport,40.706842,-74.00298,19 Fulton St,707,Harbor or Marina,
469,Spicy Village,40.716974,-73.993298,68 Forsyth St,705,Cantonese Restaurant,
469,Tin Building by Jean-Georges,40.706217,-74.002169,96 South St,722,Food Court,
469,Kestè Wall Street,40.709167,-74.00473,77 Fulton St,699,"Pizzeria, Italian Restaurant",
469,La Bella Ferrara,40.717378,-73.998289,108 Mulberry St,709,"Bakery, Café, Italian Restaurant",
469,The Rooftop at Pier 17,40.706442,-74.003793,89 South St,751,Music Venue,
469,Les Enfants de Bohème,40.713644,-73.988802,177 Henry St,736,French Restaurant,
469,Cafe Grumpy,40.715168,-73.990302,13 Essex St,722,"Coffee Shop, Restaurant",
469,McNally Jackson,40.706344,-74.00344,4 Fulton St,766,Bookstore,
469,IPIC Theaters,40.706674,-74.003191,11 Fulton St,741,Movie Theater,
470,Newport Boardwalk,40.7269,-74.030841,Hudson River Waterfront Walkway,239,Landmarks and Outdoors,
470,Chef Tan,40.728085,-74.034818,,222,Chinese Restaurant,
470,Bwè Kafe,40.731038,-74.0314,140 River Dr S,273,"Café, Coffee Shop, Restaurant",
470,Newport Lighthouse Park,40.726526,-74.030695,31 River Dr S,299,Lighthouse,
470,Starbucks,40.726299,-74.033087,111 Town Square Pl,284,Coffee Shop,
470,Newport Beach,40.731531,-74.031114,,339,Landmarks and Outdoors,
470,Gregorys Coffee,40.726933,-74.035514,525 Washington Blvd,355,"Café, Coffee Shop, Restaurant",
470,Los Cuernos,40.725954,-74.035824,499 Washington Blvd,440,Mexican Restaurant,
470,The Cheesecake Factory,40.726792,-74.036731,30 Mall Dr W,444,American Restaurant,
470,Lush,40.726964,-74.038309,30 Mall Dr W,530,Cosmetics Store,
470,Fire & Oak,40.724922,-74.036088,479 Washington Blvd,510,American Restaurant,
470,Newport-Hoboken Boardwalk,40.73316,-74.030743,,507,Scenic Lookout,
470,Half Moon,40.724864,-74.036217,479 Washington Blvd,566,"Lounge, Restaurant",
470,Newport Pier Dog Run,40.730811,-74.029863,25 Park Ln S,312,Dog Park,
470,Welcome To Jersey City Sign,40.731318,-74.038878,,624,Tunnel,
470,Water’s Soul,40.730954,-74.028559,,384,Monument,
470,Super Buy Rite Wines & Liquor,40.730961,-74.042051,575 Manila Ave,823,Wine Store,
470,Pico Taco,40.73619,-74.030428,70 Hudson St,835,Taco Restaurant,
470,Lokal Eatery,40.721696,-74.031767,2 2nd St,759,"American Restaurant, Italian Restaurant, Mediterranean Restaurant",
470,ONDO Jersey City,40.720824,-74.032081,3 2nd St,877,Korean Restaurant,
470,Hudson & Co,40.720879,-74.03204,3 2nd St,886,"Cocktail Bar, Gastropub, Pizzeria",
470,Smorgasbar,40.720666,-74.031944,3 2nd St,923,Beer Garden,
470,La Casa,40.736896,-74.030238,54 Newark St,909,"Cuban Restaurant, Puerto Rican Restaurant, Seafood Restaurant",
470,Cangiano’s,40.727412,-74.04361,234 Pavonia Ave,959,Deli,
470,Domodomo,40.720221,-74.034414,200 Greene St,978,Sushi Restaurant,
470,Joboken Cafe,40.736056,-74.029418,54 Hudson Pl,826,"Café, Coffee Shop, Restaurant",
470,Hoboken Cigars,40.736178,-74.028899,77 River St,881,Tobacco Store,
470,La Isla,40.737682,-74.031099,104 Washington St,1000,"Cuban Restaurant, Latin American Restaurant",
470,Madame Claude Wine,40.727623,-74.043793,234 Pavonia Ave,999,"Liquor Store, Wine Store",
470,Baking Mama,40.736899,-74.030151,88 Hudson St,920,"Bakery, Dessert Shop, Restaurant",
470,Carlo's Bakery,40.737208,-74.030687,95 Washington St,943,"Bakery, Restaurant",
470,Gogi Grill,40.736367,-74.029868,79 Hudson St,842,"Fast Food Restaurant, Korean Restaurant",
470,Jimmy John's,40.721583,-74.037831,110 1st St,908,"Deli, Fast Food Restaurant",
470,Rumba Cubana,40.727299,-74.04378,235 Pavonia Ave,999,"Bar, Cuban Restaurant, Latin American Restaurant",
470,J P's Bagel Express,40.736899,-74.030151,52 Newark St,908,"Bagel Shop, Fast Food Restaurant, Deli",
470,Bean Vault Coffee,40.73635,-74.028513,1 Newark St,893,"Café, Coffee Shop, Restaurant",
470,Dunkin',40.734863,-74.029632,1 Hudson Pl,712,Bagel Shop,
470,Insomnia Cookies,40.736896,-74.030238,56 Newark St,907,"Bakery, Dessert Shop",
470,Greektown,40.737361,-74.032964,86 Garden St,944,"Greek Restaurant, Mediterranean Restaurant, Salad Restaurant",
470,Wilton House,40.736947,-74.030371,58 Newark St,912,"Dive Bar, Sports Bar, Restaurant",
470,Sobsey's Produce,40.73728,-74.032,92 Bloomfield St,951,"Fruit and Vegetable Store, Organic Grocery, Health Food Store",
470,Simply Chai,40.736211,-74.029643,79 Hudson St,856,"Coffee Shop, Restaurant",
470,O Kafe,40.727627,-74.043619,230 Pavonia Ave,978,"Café, Coffee Shop, Restaurant",
470,Curry Up Now,40.737045,-74.030724,91 Washington St,1001,"Indian Restaurant, Thai Restaurant, Vegan and Vegetarian Restaurant",
470,ENT and Allergy Associates,40.736372,-74.029693,79 Hudson St,853,"Ear, Nose and Throat Doctor",
470,Texas Arizona,40.736004,-74.029311,76 River St,843,"Sports Bar, BBQ Joint, American Restaurant",
470,United States Postal Service,40.736669,-74.028701,89 River St,918,Post Office,
470,Salvation Army Thrift Store,40.732137,-74.042448,248 Erie St,951,Charity,
470,McDonald's,40.729867,-74.042618,197 12th St,892,"Burger Joint, Fast Food Restaurant",
470,The Salvation Army Thrift Store & Donation Center,40.732137,-74.042448,248 Erie St,946,Charity,
471,Lil' dove cafe,40.748671,-74.041543,589 Palisade Ave,63,"Café, Restaurant",
471,Fox and Crow,40.748741,-74.040978,594 Palisade Ave,67,"Cocktail Bar, Burger Joint, Gastropub",
471,Shaka Kitchen,40.746935,-74.037979,720 Monroe St,268,"Hawaiian Restaurant, Vegan and Vegetarian Restaurant",
471,Corkscrew Tavern,40.749598,-74.043153,61 Congress St,239,"Arts and Entertainment, Bar",
471,Yuki's Coffee & Bakery,40.746882,-74.037933,720 Monroe St,299,"Bakery, Cafe, Coffee, and Tea House, Restaurant",
471,Corto,40.746036,-74.043184,507 Palisade Ave,389,Italian Restaurant,
471,Washington Park Dog Run,40.750993,-74.03954,Paterson Plank Rd,357,Dog Park,
471,Washington Park,40.752473,-74.042614,North St,454,Park,
471,Dark Side Of The Moo,40.746158,-74.04463,52 Bowers St,456,"Burger Joint, American Restaurant, Sandwich Spot",
471,St Ann's Church,40.746281,-74.036249,704 Jefferson St,471,"Church, Arts and Entertainment",
471,ShopRite,40.749402,-74.03655,900 Madison St,387,Grocery Store,
471,Modcup Cafe,40.744992,-74.043884,479 Palisade Ave,500,"Coffee Shop, Restaurant",
471,Riverview-Fisk Park Farmer's Market,40.744728,-74.043655,,517,Farmers Market,
471,River View Park,40.744628,-74.043389,290 Ogden Ave,513,Park,
471,Rumba's Cafe,40.752181,-74.045398,513 Central Ave,559,Cuban Restaurant,
471,Dozzino,40.744516,-74.035698,534 Adams St,609,Pizzeria,
471,Dulce De Leche Bakery,40.747686,-74.047924,376 Central Ave,652,"Bakery, Dessert Shop, Restaurant",
471,Bread And Salt,40.743564,-74.044787,435 Palisade Ave,688,"Bakery, Pizzeria",
471,Columbus Park,40.748799,-74.032987,900 Clinton St,632,"Picnic Area, Playground",
471,Mama Johnson Soccer Field,40.743258,-74.040233,4TH St,587,Baseball Field,
471,Fiore House of Quality Dairy,40.74299,-74.036248,418 Adams St,727,Deli,
471,Grand Vin,40.743342,-74.035214,500 Grand St,759,"Wine Bar, Italian Restaurant, New American Restaurant",
471,Dolce & Salato,40.750978,-74.032201,1101 Grand St,710,"Bakery, Ice Cream Parlor, Italian Restaurant",
471,Wonder Bagels,40.746299,-74.049309,331 Central Ave,796,"Bagel Shop, Restaurant",
471,Otto Strada,40.746324,-74.030748,743 Park Ave,844,"Pizzeria, Italian Restaurant",
471,Lisa's Italian Deli,40.7479,-74.03033,901 Park Ave,841,"Deli, Italian Restaurant, Sandwich Spot",
471,Salem & Sons Bakery,40.755588,-74.037279,611 Palisade Ave,855,"Bakery, Restaurant",
471,The Stewed Cow,40.742489,-74.036236,400 Adams St,769,"Whisky Bar, American Restaurant",
471,Milk Sugar Love,40.742093,-74.045296,394 Palisade Ave,843,"Ice Cream Parlor, Restaurant",
471,Renatos,40.744225,-74.050186,278 Central Ave,954,"Burger Joint, Pizzeria, Italian Restaurant",
471,Ozu Foods,40.74497,-74.050566,106 Hutton St,956,Sushi Restaurant,
471,Pizza Masters,40.744225,-74.050186,278 Central Ave,978,Pizzeria,
471,San Giuseppe Coal-Fired Pizza & Cucina,40.75398,-74.032933,1320 Adams St,896,"Italian Restaurant, Pizzeria",
471,Bwè Kafe,40.754548,-74.031908,1401 Adams St,952,Dining and Drinking,
471,The Franklin,40.741722,-74.047028,159 New York Ave,953,"American Restaurant, French Restaurant, Italian Restaurant",
471,Church Square Park,40.742235,-74.032287,4TH St,1005,Park,
471,Thomas Ice Cream Cafe,40.740626,-74.037856,214 Jefferson St,937,"Coffee Shop, Ice Cream Parlor, Restaurant",
471,Inglesia Pentecostal,40.754076,-74.039272,325 4th St,628,Church,
471,Hidden Grounds Coffee,40.745196,-74.030571,700 Garden St,932,"Coffee Shop, Sandwich Spot",
471,Dahlia's Ice Cream,40.744771,-74.049946,290 Central Ave,926,Ice Cream Parlor,
471,"The Palisade Fine Wine,Spirits And Beer",40.742465,-74.045529,401 Palisade Ave,806,Liquor Store,
471,Dunkin',40.752308,-74.03291,1200 Grand St,755,Bagel Shop,
471,100 Steps,40.743595,-74.043653,Ogden Ave,970,Monument,
471,Bang Cookies,40.755618,-74.045974,1183 Summit Ave,895,"Bakery, Dessert Shop, Restaurant",
471,Cafe Sophia,40.740568,-74.03995,200 Monroe St,919,"Café, Coffee Shop, Restaurant",
471,Subway,40.756256,-74.044383,1212 Summit Ave,909,"Deli, Fast Food Restaurant",
471,Prime Corner,40.741533,-74.038198,301 Madison St,819,Convenience Store,
471,Club Monty,40.755403,-74.040068,514 Bergenline Ave,787,"Night Club, Bar, Restaurant",
471,Palisade Ave,40.742517,-74.045575,,797,Other Great Outdoors,
471,Autozone,40.756454,-74.045003,745 Secaucus Rd,936,Car Parts and Accessories,
472,Radio Bakery,40.732463,-73.954961,135 India St,9,Bakery,
472,Sama Street,40.7328,-73.95445,988 Manhattan Ave,58,"Cocktail Bar, Asian Restaurant, Tapas Restaurant",
472,Archestratus Books & Foods,40.732834,-73.955194,160 Huron St,68,"Dining and Drinking, Bookstore",
472,Odd Fox Coffee,40.73275,-73.954317,984 Manhattan Ave,59,"Coffee Shop, Restaurant",
472,Little Tiffin,40.732211,-73.954297,970 Manhattan Ave,60,Thai Restaurant,
472,Esme,40.73322,-73.954903,999 Manhattan Ave,93,New American Restaurant,
472,Friducha,40.731457,-73.954268,946 Manhattan Ave,112,"Bar, Mexican Restaurant",
472,The Blue Light Speak Cheesy,40.729786,-73.956211,114 Greenpoint Ave,143,"American Restaurant, Sandwich Spot",
472,Troost,40.733431,-73.955086,1011 Manhattan Ave,131,"Cocktail Bar, Wine Bar, American Restaurant",
472,Getaway,40.733591,-73.955136,158 Green St,153,Cocktail Bar,
472,Wenwen Greenpoint,40.733967,-73.955194,1025 Manhattan Ave,172,Taiwanese Restaurant,
472,Faurschou,40.733527,-73.955526,148 Green St,164,Art Museum,
472,Sweetleaf,40.734556,-73.955347,159 Freeman St,236,"Bakery, Coffee Shop, Restaurant",
